ID,ApplicationDate_ds1,AnnualIncome,EmploymentStatus,Experience_ds1,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,ApplicationDate_ds2,Age,CreditScore,EducationLevel,Experience_ds2,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore
A1372,03-10-2021,70462,Employed,37,96,0,183,2,0,0,22,965,23166,60176,0,03-10-2021,60,590,Associate,37.0,31200,Divorced,Mortgage,2.81,0,Debt Consolidation,27,2017,83342,3,26.23,51
A1373,04-10-2021,45130,Self-Employed,0,60,2,409,5,0,0,21,1356,31208,7098,0,04-10-2021,23,520,Bachelor,0.0,31518,Divorced,Mortgage,4.08,2,Home,24,1732,38306,6,27.96,57
A1374,05-10-2021,15000,Employed,0,48,0,256,2,0,1,21,476,60151,2010,0,05-10-2021,20,493,High School,0.0,24408,Single,Own,11.9,0,Auto,19,557,26054,3,31.56,57
A1375,06-10-2021,204539,Employed,35,60,3,535,1,0,0,13,6334,58643,2870,1,06-10-2021,57,657,Bachelor,35.0,32720,Single,Rent,14.9,1,Home,13,2514,17972,7,21.27,36
A1376,07-10-2021,83755,Employed,13,12,0,410,2,0,0,20,2448,20753,35280,1,07-10-2021,37,634,Bachelor,13.0,24473,Divorced,Mortgage,5.2,0,Education,24,6389,56033,4,16.22,40
A1377,08-10-2021,41021,Self-Employed,11,12,2,414,2,0,0,17,908,16255,33521,0,08-10-2021,31,518,Doctorate,11.0,16639,Divorced,Mortgage,41.1,2,Auto,20,5952,49776,7,23.56,59
A1378,09-10-2021,91702,Employed,30,36,1,233,1,0,1,8,4297,56265,7026,0,09-10-2021,52,627,Doctorate,30.0,18310,Widowed,Rent,41.6,1,Debt Consolidation,21,8090,54480,9,20.04,56
A1379,10-10-2021,59450,Employed,7,108,2,1085,2,0,0,4,2859,49743,8389,0,10-10-2021,32,490,Bachelor,7.0,62900,Single,Mortgage,1.8,2,Home,23,3101,14464,6,32.98,XX
A1380,11-10-2021,46849,Employed,40,48,0,362,4,0,0,17,797,6757,43982,0,11-10-2021,61,648,Associate,40.0,18413,Married,Rent,9.49,0,Debt Consolidation,20,1518,50739,2,22.72,49
A1381,12-10-2021,75147,Employed,26,36,2,208,2,0,0,3,1689,48152,4143,0,12-10-2021,48,587,Bachelor,26.0,34774,Divorced,Other,11.9,1,Other,26,3484,41154,5,22.89,54
A1382,13-10-2021,49800,Employed,15,48,2,509,1,0,0,17,640,14294,30740,0,13-10-2021,34,484,Associate,,13515,Divorced,Other,17.1,1,Auto,33,4618,45034,5,24.81,54
A1383,14-10-2021,146548,Employed,38,36,1,364,2,0,0,7,2915,2096,87163,1,14-10-2021,65,603,Master,38.0,31282,Widowed,Mortgage,156.0,0,Home,24,2512,89259,1,21.41,34
A1384,15-10-2021,50427,Employed,7,84,0,340,3,0,0,28,2376,24494,6888,0,15-10-2021,32,613,Bachelor,7.0,34680,Married,Mortgage,3.88,0,Auto,20,2945,20572,4,23.75,55
A1385,16-10-2021,52563,Employed,25,24,0,452,5,0,0,28,583,8140,22752,1,16-10-2021,48,617,Bachelor,25.0,9408,Married,Rent,7.87,1,Education,24,8289,30892,9,17.39,43
A1386,17-10-2021,43265,Employed,19,24,0,310,1,0,0,12,388,2191,56233,0,17-10-2021,43,546,High School,19.0,54297,Married,Rent,2.08,1,Other,21,2813,58424,4,29.09,49
A1387,18-10-2021,44674,Employed,32,36,1,383,4,0,0,29,413,5132,20581,0,18-10-2021,55,591,Associate,32.0,37162,Married,Mortgage,14.4,1,Debt Consolidation,29,4597,25713,5,19.51,XX
A1388,19-10-2021,35832,Unemployed,33,60,1,680,1,0,0,16,790,57370,10153,0,19-10-2021,58,622,Bachelor,33.0,18972,Single,Rent,5.15,2,Home,22,11374,12483,3,21.5,XX
A1389,20-10-2021,30399,Employed,19,72,4,702,2,0,0,5,3516,31663,1249053,1,20-10-2021,40,521,High School,19.0,30970,Married,Mortgage,4.37,3,Home,25,2868,1280716,7,29.95,36
A1390,21-10-2021,29991,Employed,6,12,0,243,0,0,0,14,678,47538,78114,0,21-10-2021,30,584,Associate,6.0,24818,Married,Mortgage,22.3,2,Debt Consolidation,26,3130,125652,5,21.86,50
A1391,22-10-2021,37335,Employed,20,84,0,674,2,0,0,17,1532,265051,1424,0,22-10-2021,45,550,High School,20.0,21596,Married,Mortgage,4.24,0,Debt Consolidation,20,11259,33650,7,27.36,54
A1392,23-10-2021,121649,Employed,6,24,0,377,4,0,1,5,1089,5736,19428,1,23-10-2021,31,592,Doctorate,6.0,20567,Married,Own,25.0,1,Home,21,3445,25164,9,20.42,44
A1393,24-10-2021,53314,Employed,46,72,0,115,2,1,0,8,209,30979,38248,0,24-10-2021,64,615,Bachelor,46.0,17491,Married,Mortgage,3.12,2,Auto,20,3214,69227,1,20.4,62
A1394,25-10-2021,47476,Employed,20,48,2,505,3,0,0,10,663,8972,21697,0,25-10-2021,41,586,Bachelor,20.0,12403,Married,Mortgage,534.0,1,Home,32,454,30669,3,19.54,56
A1395,26-10-2021,37905,Employed,15,60,1,272,5,0,0,22,1009,8870,3635,0,26-10-2021,35,584,High School,,45514,Single,Own,8.46,0,Home,19,1613,12505,6,26.94,54
A1396,27-10-2021,39789,Employed,19,24,1,1407,2,0,0,4,189,32821,14237,0,27-10-2021,42,541,Associate,19.0,25561,Married,Rent,2.88,0,Education,17,5157,47058,5,22.59,54
A1397,28-10-2021,108789,Self-Employed,5,72,0,188,2,0,1,27,515,11970,15014,1,28-10-2021,23,561,High School,5.0,11740,Married,Mortgage,17.5,0,Other,22,933,26984,2,25.91,45
A1398,29-10-2021,38973,Employed,10,60,3,518,1,0,0,24,373,5088,70898,0,29-10-2021,28,627,Bachelor,10.0,21643,Divorced,Rent,14.2,1,Debt Consolidation,18,4562,75986,7,23.34,45
A1399,30-10-2021,93911,Unemployed,27,12,0,637,2,1,0,9,1102,135160,10211,0,30-10-2021,54,609,Master,27.0,34797,Married,Rent,9.22,0,Home,24,3936,68561,7,18.71,63
A1400,31-10-2021,55638,Employed,8,60,1,618,4,0,0,11,734,42770,306588,1,31-10-2021,32,612,High School,8.0,15549,Single,Own,15.9,2,Home,28,2273,349358,5,20.34,38
A1401,01-11-2021,44257,Employed,4,96,1,369,2,0,0,23,7806,11177,58720,0,01-11-2021,27,508,High School,4.0,21755,Married,Own,5.16,1,Education,21,891,69897,5,31.97,50
A1402,02-11-2021,23949,Employed,23,48,2,268,5,0,0,10,2861,52980,94720,0,02-11-2021,46,545,High School,23.0,52954,Single,Other,2.79,3,Home,22,19682,147700,4,28.93,50
A1403,03-11-2021,66930,Employed,31,24,2,613,1,0,0,9,1252,12568,157256,0,03-11-2021,54,489,Bachelor,31.0,41157,Married,Rent,28.2,0,Home,31,2662,169824,4,30.58,55
A1404,04-11-2021,19357,Employed,24,24,4,457,2,0,0,26,2008,34000,10954,0,04-11-2021,48,514,Master,24.0,27179,Married,Own,12.2,0,Home,24,2444,19982,7,25.28,51
A1405,05-11-2021,30437,Employed,30,48,2,617,4,0,0,29,178,9187,41589,0,05-11-2021,51,580,Bachelor,30.0,19521,Divorced,Mortgage,4.49,1,Home,23,6848,50776,2,23.58,56
A1406,06-11-2021,30148,Employed,7,96,3,442,1,0,0,27,1344,19849,64841,0,06-11-2021,30,607,Bachelor,7.0,30032,Divorced,Other,3.63,1,Education,23,2332,84690,4,29.85,46
A1407,07-11-2021,29528,Employed,0,48,2,492,3,0,1,14,350,114087,136882,0,07-11-2021,22,540,High School,0.0,11607,Married,Rent,47.8,2,Debt Consolidation,27,6319,250969,2,23.03,55
A1408,08-11-2021,62876,Employed,38,72,1,147,1,0,0,3,697,113954,21642,1,08-11-2021,58,594,Bachelor,38.0,21813,Married,Other,2.76,1,Auto,27,10005,135596,4,19.49,42
A1409,09-11-2021,95281,Employed,11,108,3,302,0,0,0,22,918,12966,12493,0,09-11-2021,36,595,High School,11.0,14709,Widowed,Rent,38.6,0,Home,28,493,25459,5,25.45,51
A1410,10-11-2021,62770,Unemployed,14,72,1,223,2,1,0,15,1671,91115,3658,0,10-11-2021,36,465,Associate,14.0,21313,Married,Own,1.9,0,Debt Consolidation,18,8831,94773,5,31.23,66
A1411,11-11-2021,57377,Employed,30,36,2,246,2,0,0,27,4291,7526,13609,0,11-11-2021,55,550,Associate,30.0,24478,Divorced,Rent,764.0,2,Auto,30,3037,21135,7,26.66,55
A1412,12-11-2021,39872,Employed,23,24,1,985,1,0,1,21,188,16700,41240,0,12-11-2021,46,631,Associate,23.0,77447,Single,Rent,15.6,0,Home,24,4178,57940,8,22.69,53
A1413,13-11-2021,40181,Employed,19,36,2,133,3,0,0,26,449,26495,10020,0,13-11-2021,45,602,Associate,19.0,17153,Married,Rent,37.1,0,Auto,28,13544,19483,3,20.81,47
A1414,14-11-2021,28868,Employed,45,72,1,341,3,0,0,13,3773,49223,3092,0,14-11-2021,65,657,Bachelor,45.0,16111,Single,Mortgage,3.37,0,Auto,29,2981,7809,3,21.0,48
A1415,15-11-2021,15000,Employed,12,48,0,1090,2,0,0,6,2498,19542,103215,0,15-11-2021,32,565,High School,12.0,15971,Married,Other,30.6,1,Education,21,2947,122757,3,24.74,XX
A1416,16-11-2021,32405,Employed,30,60,2,350,0,0,0,25,6652,22735,36788,0,16-11-2021,51,620,Master,30.0,20283,Single,Rent,2.73,0,Other,31,3805,59523,6,19.77,XX
A1417,17-11-2021,108621,Employed,17,36,1,447,3,0,0,7,3940,3804,11531,1,17-11-2021,40,612,Master,17.0,26899,Married,Mortgage,33.7,0,Home,26,3905,15335,5,20.86,42
A1418,18-11-2021,31946,Unemployed,17,108,0,231,5,0,0,9,4804,2678,63056,0,18-11-2021,43,619,Associate,17.0,60388,Divorced,Own,6.07,1,Debt Consolidation,24,1616,65734,3,30.25,55
A1419,19-11-2021,30728,Employed,32,60,4,264,0,0,0,8,892,9077,9822,0,19-11-2021,58,603,High School,32.0,18088,Married,Rent,3.07,0,Debt Consolidation,30,1743,18899,3,23.48,49
A1420,20-11-2021,115156,Employed,28,60,3,289,4,0,0,13,1249,43202,199781,1,20-11-2021,46,596,Bachelor,28.0,11143,Married,Rent,13.2,0,Debt Consolidation,23,2580,242983,9,26.05,41
A1421,21-11-2021,15000,Employed,23,108,0,280,4,0,0,4,908,36116,10229,0,21-11-2021,46,571,Master,23.0,8744,Married,Mortgage,21.6,0,Home,15,2948,46345,10,29.12,55
A1422,22-11-2021,35260,Employed,34,24,0,620,0,0,0,17,2508,40648,737805,1,22-11-2021,52,573,High School,34.0,25789,Divorced,Mortgage,11.8,0,Home,17,6584,778453,9,19.22,38
A1423,23-11-2021,25453,Employed,11,48,3,676,0,0,0,11,558,78206,10905,0,23-11-2021,35,595,Master,11.0,20135,Single,Own,4.47,0,Home,33,24250,24808,8,22.36,55
A1424,24-11-2021,46288,Unemployed,4,84,0,208,5,0,0,21,518,72218,9605,0,24-11-2021,29,583,Bachelor,4.0,56139,Divorced,Own,6.4,0,Home,18,1806,35493,7,29.66,64
A1425,25-11-2021,91521,Employed,5,36,3,451,3,0,0,13,837,8055,63689,0,25-11-2021,27,623,Doctorate,5.0,38658,Married,Rent,18.3,1,Debt Consolidation,18,704,71744,6,19.15,47
A1426,26-11-2021,63886,Employed,0,24,1,201,1,0,0,25,258,8243,273924,0,26-11-2021,18,567,Master,0.0,31692,Married,Rent,27.1,0,Debt Consolidation,22,2938,282167,5,25.13,48
A1427,27-11-2021,108420,Employed,41,60,1,400,1,0,0,26,1749,96829,3759,1,27-11-2021,64,599,High School,41.0,25619,Married,Own,24.2,1,Auto,26,1973,9537,4,21.91,42
A1428,28-11-2021,54993,Unemployed,5,60,0,210,7,0,0,26,2753,25673,105666,0,28-11-2021,26,436,Associate,5.0,14357,Married,Own,19.2,2,Auto,23,2048,131339,4,32.33,48
A1429,29-11-2021,49988,Employed,14,12,5,661,3,0,0,3,1518,13450,32953,0,29-11-2021,37,559,High School,14.0,17543,Married,Mortgage,2.36,0,Education,23,1382,46403,4,19.8,60
A1430,30-11-2021,156033,Employed,14,72,0,181,4,0,0,25,112,32723,47611,1,30-11-2021,36,548,High School,14.0,13613,Single,Own,34.0,2,Home,14,3216,80334,7,20.36,40
A1431,01-12-2021,15000,Employed,19,96,3,315,3,0,1,8,926,7454,153496,0,01-12-2021,43,618,Bachelor,19.0,21496,Married,Own,13.1,2,Auto,26,3422,160950,2,24.23,55
A1432,02-12-2021,192184,Self-Employed,27,120,0,480,5,0,0,8,132,98689,4061,1,02-12-2021,49,649,Master,27.0,22791,Single,Mortgage,16.1,2,Debt Consolidation,28,873,61047,7,28.47,38
A1433,03-12-2021,213434,Employed,29,84,0,611,2,0,0,19,398,39765,43019,1,03-12-2021,50,621,Doctorate,29.0,21870,Married,Other,23.8,1,Other,25,3244,82784,5,21.65,39
A1434,04-12-2021,37557,Employed,14,12,3,184,0,0,0,2,1840,20125,80014,0,04-12-2021,33,543,High School,14.0,35508,Married,Mortgage,25.5,3,Education,13,6450,100139,5,25.47,61
A1435,05-12-2021,23965,Employed,18,60,1,617,4,0,0,25,2282,5652,16315,0,05-12-2021,37,470,High School,18.0,36780,Married,Rent,41.7,1,Other,25,6171,21967,5,31.43,53
A1436,06-12-2021,31525,Employed,18,36,2,191,2,0,0,11,1161,11781,131913,0,06-12-2021,43,552,Bachelor,18.0,20640,Married,Other,2.14,0,Education,15,157,143694,2,19.9,47
A1437,07-12-2021,32858,Employed,15,60,1,322,3,0,0,7,1227,1807,98689,0,07-12-2021,37,603,High School,,17245,Single,Mortgage,2.61,1,Home,21,2779,100496,8,23.01,51
A1438,08-12-2021,101478,Employed,36,36,1,650,3,1,0,9,1225,50999,8718,0,08-12-2021,59,601,High School,36.0,11687,Married,Mortgage,39.9,1,Debt Consolidation,28,893,14390,1,18.1,59
A1439,09-12-2021,15000,Self-Employed,19,72,2,161,3,0,0,17,161,34554,7559,0,09-12-2021,45,648,Master,19.0,19811,Married,Other,22.2,0,Home,23,1991,26788,1,18.85,XX
A1440,10-12-2021,192918,Employed,27,60,0,454,1,0,0,20,1537,13037,56598,1,10-12-2021,48,631,Master,27.0,16125,Divorced,Own,33.3,2,Auto,27,502,69635,5,20.41,40
A1441,11-12-2021,55662,Employed,26,12,2,241,1,0,0,19,1965,45980,169674,0,11-12-2021,47,650,Master,26.0,45344,Married,Rent,24.6,1,Debt Consolidation,19,3139,215654,7,16.74,42
A1442,12-12-2021,91484,Employed,32,48,0,181,2,0,0,11,7197,31939,539870,1,12-12-2021,54,567,Associate,32.0,13365,Married,Own,2.26,0,Home,29,1431,571809,2,21.88,32
A1443,13-12-2021,22528,Employed,19,36,0,270,2,0,0,20,2552,53462,4510,0,13-12-2021,42,550,Bachelor,19.0,65027,Single,Rent,49.3,0,Home,20,1178,15182,2,28.14,53
A1444,14-12-2021,62081,Employed,0,24,2,294,3,0,1,2,184,16673,10800,0,14-12-2021,24,581,Bachelor,0.0,17796,Married,Rent,4.44,1,Auto,24,796,11831,6,20.29,61
A1445,15-12-2021,47454,Employed,18,36,2,253,0,0,1,29,1646,25842,90701,0,15-12-2021,44,509,High School,18.0,31897,Single,Mortgage,29.8,1,Debt Consolidation,23,2056,116543,2,25.11,57
A1446,16-12-2021,61196,Employed,8,60,0,350,3,0,0,12,2562,33291,59836,0,16-12-2021,32,509,Master,8.0,18144,Married,Mortgage,4.51,2,Home,15,8837,93127,2,27.2,51
A1447,17-12-2021,24355,Self-Employed,8,36,0,160,3,0,0,3,925,16981,52153,0,17-12-2021,33,480,High School,8.0,41994,Married,Own,3.63,1,Home,33,4931,69134,10,25.02,56
A1448,18-12-2021,47042,Employed,25,24,4,514,2,0,0,18,1516,36974,5420,0,18-12-2021,47,615,Bachelor,25.0,16109,Single,Own,3.75,0,Auto,22,9052,42394,10,16.44,50
A1449,19-12-2021,26806,Employed,31,24,2,534,6,0,0,18,1658,10768,202110,0,19-12-2021,54,573,Bachelor,31.0,28811,Married,Own,4.27,2,Other,19,870,212878,5,24.76,57
A1450,20-12-2021,50823,Employed,18,48,0,846,4,0,1,3,801,19109,4471,0,20-12-2021,40,596,Associate,18.0,9717,Married,Own,3.83,0,Home,17,18064,19651,6,17.6,65
A1451,21-12-2021,132070,Employed,23,108,0,355,3,0,0,26,1361,53822,7797,1,21-12-2021,43,493,Bachelor,23.0,14127,Married,Own,3.66,2,Home,28,692,36690,5,29.58,38
A1452,22-12-2021,54050,Employed,35,48,2,205,2,0,0,19,1589,26500,106102,1,22-12-2021,60,577,High School,35.0,12900,Single,Own,2.97,2,Education,23,230,132602,6,18.75,40
A1453,23-12-2021,15000,Employed,18,96,0,1266,8,0,0,9,1500,22421,21923,0,23-12-2021,42,643,Bachelor,18.0,20672,Married,Rent,40.0,1,Debt Consolidation,30,1096,44344,5,24.72,49
A1454,24-12-2021,157310,Employed,48,60,3,1381,1,0,0,26,885,15601,14962,1,24-12-2021,71,606,Bachelor,48.0,10722,Married,Own,22.0,0,Auto,14,8304,30563,3,19.82,37
A1455,25-12-2021,56261,Employed,24,36,3,452,1,0,0,19,2139,20950,53626,0,25-12-2021,46,532,Bachelor,24.0,41013,Married,Own,14.1,2,Auto,23,1970,74576,5,24.5,49
A1456,26-12-2021,15000,Employed,0,60,4,226,2,0,1,8,1161,29244,9178,0,26-12-2021,18,594,Doctorate,0.0,20127,Married,Mortgage,5.03,0,Auto,20,525,7508,4,20.92,68
A1457,27-12-2021,15000,Employed,28,12,0,519,4,0,0,8,498,43063,216660,0,27-12-2021,49,593,High School,28.0,15295,Single,Own,39.4,1,Home,27,592,259723,6,18.48,55
A1458,28-12-2021,27360,Employed,21,96,1,238,6,0,0,7,1096,4253,54230,0,28-12-2021,44,556,Associate,21.0,9038,Single,Rent,43.9,3,Home,28,4080,58483,6,27.5,XX
A1459,29-12-2021,73470,Employed,34,36,4,272,5,0,0,8,1187,18737,1903,0,29-12-2021,55,634,Master,34.0,20058,Married,Rent,2.33,3,Other,24,5330,20640,8,22.08,50
A1460,30-12-2021,27585,Unemployed,26,48,1,448,1,0,0,13,1171,39128,59202,0,30-12-2021,48,593,Bachelor,26.0,34324,Single,Mortgage,23.1,2,Education,25,5721,98330,3,25.3,53
A1461,31-12-2021,30170,Employed,16,36,2,593,4,0,0,23,1403,82837,1196,0,31-12-2021,38,556,Master,16.0,23617,Widowed,Rent,3.05,0,Debt Consolidation,23,1559,28513,3,18.98,59
A1462,01-01-2022,86077,Employed,4,12,0,735,1,0,0,20,959,17187,321801,1,01-01-2022,25,594,Associate,4.0,13834,Divorced,Mortgage,38.8,0,Other,17,4828,338988,6,18.65,34
A1463,02-01-2022,103960,Unemployed,16,36,3,394,1,0,0,19,2143,59831,100795,0,02-01-2022,37,613,Bachelor,16.0,26206,Single,Mortgage,354.0,1,Debt Consolidation,24,4620,160626,3,24.4,53
A1464,03-01-2022,77809,Employed,10,48,0,245,4,0,1,10,236,34047,2684,0,03-01-2022,29,563,Master,10.0,16300,Widowed,Own,12.0,2,Home,20,282,36731,6,26.85,55
A1465,04-01-2022,16958,Employed,11,60,0,433,5,0,0,8,816,84674,3866,0,04-01-2022,33,491,Master,11.0,10411,Married,Mortgage,1.97,0,Home,14,2571,17714,4,25.99,54
A1466,05-01-2022,119676,Employed,23,36,0,519,2,0,0,25,4883,103766,3448,1,05-01-2022,47,617,Master,23.0,23473,Married,Rent,25.0,1,Home,18,3797,85622,7,18.37,36
A1467,06-01-2022,40236,Employed,41,48,1,528,3,0,0,15,1216,7758,9661,0,06-01-2022,60,630,High School,41.0,21938,Married,Mortgage,20.4,0,Home,32,363,17419,3,22.68,50
A1468,07-01-2022,141595,Employed,22,72,1,838,2,0,0,1,359,19492,37334,1,07-01-2022,44,586,Associate,22.0,22406,Married,Own,267.0,0,Other,34,6065,56826,4,25.31,48
A1469,08-01-2022,44763,Employed,2,48,1,262,1,0,0,12,1115,65758,39297,0,08-01-2022,25,588,High School,2.0,29517,Married,Own,3.64,1,Debt Consolidation,25,12535,105055,8,23.82,59
A1470,09-01-2022,85653,Employed,24,48,0,1318,1,0,1,6,2544,13936,11893,0,09-01-2022,45,570,High School,24.0,13761,Married,Rent,5.74,2,Home,31,2031,25829,3,23.03,58
A1471,10-01-2022,58130,Employed,29,36,0,579,2,0,0,13,517,24954,9366,0,10-01-2022,54,632,Associate,29.0,17954,Married,Mortgage,24.0,3,Debt Consolidation,30,6120,20462,2,21.58,47
A1472,11-01-2022,70005,Employed,10,48,5,607,4,0,1,8,191,208069,202735,1,11-01-2022,32,634,Doctorate,10.0,22024,Divorced,Rent,21.5,2,Auto,27,2878,410804,4,19.26,40
A1473,12-01-2022,40498,Employed,16,60,4,129,7,0,0,20,861,6145,15953,0,12-01-2022,38,547,Bachelor,16.0,12214,Divorced,Own,6.48,2,Other,32,1147,22098,7,25.51,61
A1474,13-01-2022,96945,Employed,18,60,1,436,3,0,1,14,605,8871,13700,0,13-01-2022,40,520,Master,18.0,32209,Single,Mortgage,3.8,0,Other,20,21425,22571,2,25.76,55
A1475,14-01-2022,80097,Unemployed,11,24,0,802,5,0,0,27,687,9057,11710,0,14-01-2022,30,462,Master,11.0,23478,Single,Mortgage,21.4,2,Debt Consolidation,33,3550,20767,3,30.89,60
A1476,15-01-2022,32684,Employed,22,48,2,565,4,0,0,3,230,39840,10689,0,15-01-2022,47,563,High School,22.0,12317,Married,Own,27.6,0,Other,21,3041,32490,10,27.09,58
A1477,16-01-2022,31956,Employed,17,36,3,358,0,0,0,3,726,16877,30005,0,16-01-2022,38,534,High School,17.0,18855,Single,Own,13.6,0,Auto,35,14522,46882,4,24.07,53
A1478,17-01-2022,29505,Employed,23,36,3,466,1,0,0,20,2727,55559,1207,0,17-01-2022,45,603,High School,23.0,28622,Single,Own,6.53,1,Debt Consolidation,17,3123,23654,10,20.64,54
A1479,18-01-2022,63947,Employed,5,60,2,1223,4,0,0,13,2716,7699,29148,0,18-01-2022,29,585,Bachelor,5.0,17407,Single,Rent,22.5,1,Other,33,34131,36847,4,19.63,56
A1480,19-01-2022,42959,Employed,9,24,4,256,2,0,0,15,1076,4148,314168,1,19-01-2022,34,581,High School,9.0,11817,Divorced,Own,5.22,1,Home,22,4009,318316,3,20.42,36
A1481,20-01-2022,63168,Employed,28,120,0,279,4,0,0,17,1576,24355,152675,1,20-01-2022,48,597,Bachelor,28.0,9583,Divorced,Mortgage,4.49,2,Auto,25,496,177030,4,24.15,42
A1482,21-01-2022,27311,Employed,13,24,0,771,3,0,1,2,1139,10682,44512,0,21-01-2022,35,530,High School,13.0,30390,Widowed,Rent,7.68,1,Home,32,591,55194,4,21.56,69
A1483,22-01-2022,224926,Employed,35,60,2,307,4,0,0,9,516,18542,5322,1,22-01-2022,60,645,High School,35.0,17157,Married,Mortgage,4.07,2,Other,28,2494,9739,10,20.79,44
A1484,23-01-2022,19404,Employed,12,12,1,392,0,0,0,12,519,4003,95921,0,23-01-2022,35,628,Associate,12.0,34088,Married,Own,48.7,0,Debt Consolidation,24,520,99924,3,19.42,56
A1485,24-01-2022,84781,Employed,18,24,1,700,4,0,0,5,357,137999,10018,0,24-01-2022,42,648,Bachelor,18.0,54028,Single,Mortgage,2.54,1,Home,33,4173,16732,6,17.91,48
A1486,25-01-2022,96740,Employed,31,48,0,698,7,0,0,12,2699,30905,12163,1,25-01-2022,51,623,Master,31.0,15121,Married,Own,176.0,2,Auto,29,1330,43068,8,18.53,36
A1487,26-01-2022,44537,Self-Employed,0,60,3,589,2,0,0,9,4344,75919,7117,0,26-01-2022,22,605,Doctorate,0.0,43593,Married,Mortgage,28.0,0,Home,24,2172,83036,2,25.71,56
A1488,27-01-2022,19580,Employed,0,60,0,545,4,0,0,14,2653,46491,2235,0,27-01-2022,18,569,Master,0.0,15281,Married,Own,12.7,0,Home,28,4972,25939,3,22.33,55
A1489,28-01-2022,50172,Employed,0,36,0,317,2,0,0,13,812,15378,22297,0,28-01-2022,21,487,High School,0.0,10943,Married,Rent,4.44,1,Other,28,7641,37675,4,23.01,53
A1490,29-01-2022,127314,Employed,36,48,0,376,5,1,0,26,419,22066,34066,1,29-01-2022,55,653,Bachelor,36.0,12358,Single,Rent,3.67,1,Debt Consolidation,21,2324,56132,4,19.99,44
A1491,30-01-2022,133594,Employed,12,48,2,322,3,0,0,26,570,25952,13326,1,30-01-2022,33,594,Associate,12.0,35819,Married,Own,6.47,1,Auto,29,2825,39278,4,22.82,43
A1492,31-01-2022,75903,Employed,45,60,4,613,3,0,1,20,3048,32582,3172,0,31-01-2022,70,532,High School,45.0,113452,Single,Mortgage,23.0,2,Debt Consolidation,26,3305,35754,5,37.32,56
A1493,01-02-2022,36341,Employed,10,36,0,351,2,0,0,29,2394,42438,7353,0,01-02-2022,33,424,Bachelor,10.0,19330,Divorced,Mortgage,5.43,2,Auto,16,1174,22201,3,31.32,60
A1494,02-02-2022,62747,Employed,17,60,1,258,1,0,0,3,8576,19698,86919,0,02-02-2022,42,616,Associate,17.0,33517,Married,Rent,2.28,1,Debt Consolidation,20,3045,106617,6,25.97,48
A1495,03-02-2022,63615,Employed,35,72,2,332,5,0,0,28,1142,5342,21186,0,03-02-2022,58,587,Associate,35.0,62838,Married,Rent,1.61,2,Other,27,2527,26528,5,28.98,51
A1496,04-02-2022,80266,Employed,43,48,1,476,3,0,0,22,191,23178,2575,0,04-02-2022,64,634,High School,43.0,30329,Married,Own,39.0,3,Other,18,1481,21964,7,22.33,XX
A1497,05-02-2022,33490,Employed,39,72,0,521,1,0,0,18,1651,15996,152898,0,05-02-2022,64,634,Doctorate,39.0,39652,Married,Mortgage,3.38,0,Auto,24,634,168894,2,23.7,46
A1498,06-02-2022,72011,Employed,31,120,1,609,2,0,0,28,4680,15011,24879,0,06-02-2022,54,611,Bachelor,31.0,28303,Married,Mortgage,3.41,2,Other,21,3886,39890,5,22.22,55
A1499,07-02-2022,66576,Employed,28,48,3,613,1,0,0,3,638,15481,4699,0,07-02-2022,52,555,High School,28.0,15526,Divorced,Rent,22.8,0,Education,23,2880,12303,4,22.19,55
A1500,08-02-2022,422480,Employed,27,84,1,397,1,0,0,10,2081,9842,45451,1,08-02-2022,47,518,Master,27.0,50214,Divorced,Rent,14.5,0,Home,29,1756,55293,2,25.78,39
A1501,09-02-2022,66239,Employed,24,60,0,401,3,0,0,14,3123,101882,257017,0,09-02-2022,49,496,Master,24.0,30517,Married,Rent,38.4,2,Home,22,7430,358899,6,31.46,48
A1502,10-02-2022,158303,Employed,8,60,0,493,4,0,1,26,16512,68391,37585,1,10-02-2022,33,624,Master,8.0,34538,Married,Own,209.0,1,Debt Consolidation,20,5341,105976,5,24.27,45
A1503,11-02-2022,121911,Unemployed,7,96,1,572,0,0,0,25,14527,78673,1480,0,11-02-2022,30,632,Bachelor,7.0,24513,Married,Mortgage,4.59,1,Education,30,1934,41898,8,25.32,55
A1504,12-02-2022,48895,Employed,18,48,0,396,4,0,0,21,1068,95028,10326,0,12-02-2022,39,585,Associate,18.0,33655,Widowed,Own,30.0,1,Auto,18,1236,54110,4,22.11,51
A1505,13-02-2022,85188,Employed,15,84,0,560,4,1,0,27,186,48899,9798,0,13-02-2022,37,571,Associate,,35173,Married,Mortgage,1.77,0,Home,23,4193,21556,5,25.32,66
A1506,14-02-2022,24951,Employed,10,60,2,1243,4,0,0,13,291,9303,39067,0,14-02-2022,34,450,Associate,10.0,21181,Married,Mortgage,3.74,0,Home,29,2443,48370,9,30.28,XX
