ID,ApplicationDate,AnnualIncome,EmploymentStatus,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,Age,CreditScore,EducationLevel,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore,Experience,MonthlyIncome,MonthlyLoanPayment,TotalDebtToIncomeRatio
A6305,2019-04-06,44389,Employed,48,0,294,6,0,0,10,1688,6813,42618,0,18,518,Master,37313,Married,Rent,3.97,2,Other,24,4016,49431,9,31.15,51.0,0.0,3699.08,1368.56,44.95
A6306,2019-04-07,82369,Self-Employed,60,1,552,2,0,0,4,3762,5032,54669,1,51,613,High School,11928,Single,Mortgage,26.2,0,Debt Consolidation,25,758,59701,7,19.79,41.0,27.0,6864.08,314.63,12.63
A6307,2019-04-08,47586,Employed,72,0,484,1,0,0,16,5103,2698,27756,0,30,555,Bachelor,13612,Married,Other,17.3,0,Other,23,1093,30454,4,28.22,50.0,8.0,3965.5,394.01,22.14
A6308,2019-04-09,36654,Self-Employed,48,3,329,2,0,0,16,607,44300,33582,0,50,492,High School,28412,Single,Mortgage,23.3,2,Home,27,14639,77882,1,25.6,54.0,26.0,3054.5,951.59,41.92
A6309,2019-04-10,48643,Employed,36,3,1011,2,0,0,27,851,24944,14435,0,39,586,Associate,14948,Married,Rent,4.56,2,Home,28,1160,39379,3,20.64,56.0,15.0,4053.58,560.41,38.77
A6310,2019-04-11,89185,Employed,60,2,699,3,0,0,26,255,14721,77810,0,40,617,Bachelor,32050,Married,Own,9.74,3,Auto,19,730,92531,3,26.91,43.0,15.0,7432.08,976.93,22.55
A6311,2019-04-12,68208,Employed,36,0,276,1,0,0,7,1000,4869,70600,1,37,545,Bachelor,19440,Widowed,Rent,27.4,0,Home,27,4505,75469,4,18.76,42.0,15.0,5684.0,710.24,17.35
A6312,2019-04-13,60662,Employed,60,0,356,5,0,0,2,1836,61010,8005,0,54,519,Bachelor,8595,Married,Rent,13.5,0,Other,28,891,28252,5,25.95,53.0,34.0,5055.17,257.08,12.13
A6313,2019-04-14,110966,Employed,48,0,938,3,0,0,15,1287,14497,15560,0,25,580,Master,44763,Divorced,Rent,869.0,0,Home,23,18385,30057,4,25.21,54.0,4.0,9247.17,1489.46,26.25
A6314,2019-04-15,32887,Employed,60,1,899,3,0,0,20,5533,51392,1075,0,47,550,High School,10029,Married,Mortgage,44.4,1,Other,21,5413,49925,6,26.1,54.0,25.0,2740.58,300.87,43.78
A6315,2019-04-16,15000,Employed,60,1,451,2,0,0,7,678,62155,23791,0,53,550,Bachelor,32726,Divorced,Rent,5.25,3,Other,14,1141,85946,6,31.52,54.0,27.0,1250.0,1089.55,123.24
A6316,2019-04-17,59317,Employed,60,2,236,4,0,0,3,964,25754,8532,0,48,577,High School,26748,Single,Rent,2.17,1,Debt Consolidation,29,1353,34286,2,25.24,61.0,21.0,4943.08,788.86,20.73
A6317,2019-04-18,69778,Employed,60,0,315,3,0,0,6,1396,10408,44259,0,67,604,Associate,41196,Married,Mortgage,3.5,1,Debt Consolidation,34,4692,54667,4,21.49,49.0,44.0,5814.83,1125.88,24.78
A6318,2019-04-19,36529,Employed,60,1,731,2,0,0,17,5042,198378,8057,0,33,625,Bachelor,19861,Married,Mortgage,26.4,2,Debt Consolidation,24,1899,40256,7,22.39,51.0,10.0,3044.08,552.95,42.18
A6319,2019-04-20,39021,Employed,12,0,212,1,1,0,28,910,6952,71926,0,51,605,High School,13298,Single,Rent,36.2,1,Home,28,419,78878,8,21.09,62.0,29.0,3251.75,1238.8,44.62
A6320,2019-04-21,105808,Self-Employed,60,3,504,2,0,0,22,2149,30370,40016,1,38,419,High School,10638,Divorced,Mortgage,6.88,1,Home,22,636,70386,2,25.66,40.0,14.0,8817.33,316.37,9.3
A6321,2019-04-22,71687,Employed,84,0,310,5,0,0,11,670,29037,44097,0,54,517,Master,13454,Single,Mortgage,7.93,1,Home,14,5182,73134,1,28.07,49.0,27.0,5973.92,367.39,11.34
A6322,2019-04-23,101859,Employed,60,5,319,2,0,1,22,1486,39426,3363,1,39,581,High School,23207,Single,Rent,14.8,1,Auto,26,1384,19284,2,19.08,43.0,13.0,8488.25,603.02,10.86
A6323,2019-04-24,54715,Employed,72,1,615,3,1,0,25,458,10636,54030,0,35,572,Associate,13171,Divorced,Other,2.89,0,Other,26,1749,64666,9,24.5,61.0,10.0,4559.58,350.76,21.18
A6324,2019-04-25,49955,Employed,48,3,522,6,0,0,23,388,28562,383141,1,55,627,Bachelor,26073,Married,Rent,1.82,2,Other,22,4122,411703,6,21.19,32.0,30.0,4162.92,810.04,32.0
A6325,2019-04-26,52940,Self-Employed,108,3,291,2,0,0,3,755,28188,86638,0,34,577,High School,85378,Married,Rent,30.0,2,Home,20,2810,114826,4,33.98,58.0,10.0,4411.67,2542.22,64.22
A6326,2019-04-27,44828,Employed,60,1,226,3,0,0,21,453,11797,99009,0,23,547,High School,17332,Single,Own,6.5,0,Auto,25,3370,110806,8,24.04,51.0,1.0,3735.67,499.01,19.41
A6327,2019-04-28,47625,Employed,36,0,708,2,0,0,19,778,10194,180908,0,33,453,Associate,58425,Married,Mortgage,4.02,3,Education,23,2149,191102,6,31.96,51.0,12.0,3968.75,2543.37,81.92
A6328,2019-04-29,36774,Employed,36,1,383,1,0,0,28,1818,6094,42055,0,47,504,High School,41194,Divorced,Own,17.6,2,Education,28,5161,48149,2,25.91,51.0,25.0,3064.5,1657.76,66.59
A6329,2019-04-30,43756,Self-Employed,36,3,622,2,0,0,13,1729,315466,7422,0,56,520,Master,23271,Married,Other,30.0,1,Auto,23,10968,221400,6,21.62,54.0,33.0,3646.33,884.16,41.31
A6330,2019-05-01,45604,Employed,48,3,287,5,0,0,23,459,6313,34076,1,41,658,Master,28764,Divorced,Mortgage,3.21,2,Home,29,13465,40389,4,17.76,36.0,21.0,3800.33,841.34,29.69
A6331,2019-05-02,74609,Employed,36,4,263,4,0,0,4,1577,40144,177318,0,55,632,Associate,32145,Divorced,Rent,22.0,2,Education,30,14645,217462,5,21.05,50.0,33.0,6217.42,1211.89,23.72
A6332,2019-05-03,52483,Employed,60,0,231,4,0,1,13,5897,15368,5464,0,23,508,High School,26177,Married,Rent,38.3,1,Debt Consolidation,20,2768,14713,8,32.11,56.0,2.0,4373.58,881.15,25.43
A6333,2019-05-04,15000,Employed,12,0,201,2,0,0,5,204,21765,57832,0,34,583,Associate,18797,Single,Mortgage,19.8,2,Auto,28,2604,79597,8,20.16,51.0,9.0,1250.0,1742.69,155.5
A6334,2019-05-05,25423,Employed,36,5,197,4,0,0,26,470,172695,2789,0,36,499,High School,14196,Married,Other,19.8,3,Education,22,1482,71705,4,22.77,51.0,15.0,2118.58,547.82,35.16
A6335,2019-05-06,19316,Unemployed,24,2,278,2,0,0,6,457,9341,69549,0,38,611,Associate,29206,Married,Rent,18.2,1,Education,29,17259,78890,3,21.06,55.0,15.0,1609.67,1501.63,110.56
A6336,2019-05-07,27518,Employed,36,1,456,1,0,0,15,384,105541,4515,0,41,533,High School,14415,Married,Mortgage,5.51,0,Home,22,3890,102923,4,23.78,53.0,20.0,2293.17,563.88,44.47
A6337,2019-05-08,33884,Employed,12,3,490,3,0,0,22,3508,4956,41799,0,48,572,Bachelor,21312,Married,Own,9.03,0,Home,18,2001,46755,7,19.79,50.0,22.0,2823.67,1972.09,87.19
A6338,2019-05-09,38845,Employed,60,0,86,0,0,0,1,7912,17020,200669,0,34,514,High School,23318,Married,Mortgage,32.9,1,Home,26,1379,217689,4,31.3,55.0,15.0,3237.08,773.14,26.54
A6339,2019-05-10,60858,Self-Employed,48,0,360,1,0,0,24,744,11484,61560,1,41,564,Bachelor,15902,Married,Own,193.0,1,Debt Consolidation,21,5681,73044,5,22.56,40.0,18.0,5071.5,505.86,17.07
A6340,2019-05-11,178649,Employed,48,0,413,3,0,0,28,2032,11899,192664,1,39,444,High School,18474,Married,Rent,26.6,0,Auto,27,6418,204563,7,27.18,38.0,19.0,14887.42,635.22,7.04
A6341,2019-05-12,61667,Employed,48,0,402,3,0,0,5,727,69340,10398,0,28,587,Bachelor,12411,Single,Mortgage,3.68,1,Home,19,680,26127,6,24.01,56.0,7.0,5138.92,404.69,15.7
A6342,2019-05-13,65218,Employed,84,5,285,4,0,0,7,2681,21151,15387,0,38,433,High School,17091,Single,Mortgage,3.21,1,Home,34,3270,36538,8,33.33,51.0,15.0,5434.83,527.52,14.95
A6343,2019-05-14,21917,Employed,36,2,230,4,0,0,25,1056,38560,20708,0,38,514,Master,36912,Married,Mortgage,5.67,0,Education,27,10190,59268,3,29.01,59.0,15.0,1826.42,1547.02,97.3
A6344,2019-05-15,82304,Employed,84,0,435,3,0,0,7,1899,7583,181035,0,38,554,Bachelor,10260,Divorced,Mortgage,11.2,2,Home,20,1827,188618,9,30.39,45.0,15.0,6858.67,296.06,10.66
A6345,2019-05-16,20515,Unemployed,96,4,416,3,0,0,8,1345,17573,50699,0,40,581,High School,14846,Single,Mortgage,21.5,2,Home,18,50815,68272,6,28.18,56.0,17.0,1709.58,390.72,47.19
A6346,2019-05-17,64162,Employed,60,0,187,4,0,0,5,29,17826,200215,0,40,485,Associate,19792,Married,Mortgage,4.38,4,Auto,29,2839,218041,4,29.28,49.0,19.0,5346.83,631.61,15.31
A6347,2019-05-18,41807,Employed,96,4,294,2,0,0,21,531,64890,9420,0,34,498,High School,20905,Single,Mortgage,6.2,2,Other,25,824,74310,3,28.5,55.0,12.0,3483.92,554.77,24.36
A6348,2019-05-19,47062,Employed,24,0,328,4,1,0,9,308,53552,820714,1,55,636,Bachelor,11422,Married,Rent,22.2,2,Debt Consolidation,22,8631,874266,6,18.59,47.0,32.0,3921.83,573.49,22.99
A6349,2019-05-20,77538,Employed,48,1,490,4,1,0,19,930,27272,99373,0,25,562,High School,14261,Widowed,Rent,6.4,1,Debt Consolidation,12,4101,126645,8,27.39,70.0,2.0,6461.5,492.06,15.2
A6350,2019-05-21,40255,Employed,24,0,520,4,0,0,1,909,31528,55742,0,31,621,Associate,25650,Married,Rent,15.9,0,Home,22,5307,87270,1,19.5,53.0,9.0,3354.58,1299.22,54.23
A6351,2019-05-22,134051,Employed,12,0,346,3,1,0,5,1744,37271,213536,1,73,588,Associate,14887,Divorced,Mortgage,8.48,1,Home,15,2589,250807,5,17.15,45.0,49.0,11170.92,1358.83,15.26
A6352,2019-05-23,117212,Employed,108,1,873,2,0,0,2,581,6154,69207,0,27,515,Bachelor,42586,Single,Rent,6.35,1,Education,23,11885,75361,5,33.12,50.0,4.0,9767.67,1240.95,21.64
A6353,2019-05-24,33836,Employed,36,1,579,3,1,0,12,2419,2643,69900,0,23,575,Associate,27392,Married,Rent,7.52,1,Auto,22,2968,72543,6,20.67,64.0,0.0,2819.67,1027.36,56.97
A6354,2019-05-25,116257,Employed,24,0,713,1,0,0,22,1993,9922,77049,1,48,508,Master,8479,Married,Mortgage,30.4,0,Debt Consolidation,33,933,86971,6,22.97,37.0,26.0,9688.08,443.95,11.94
A6355,2019-05-26,52446,Employed,24,2,165,2,0,0,24,2384,72997,76834,0,18,559,Master,23848,Divorced,Own,14.1,2,Debt Consolidation,24,3563,149831,4,20.8,47.0,0.0,4370.5,1223.1,31.76
A6356,2019-05-27,40088,Employed,60,3,706,2,0,0,28,1177,13431,8849,0,37,469,Doctorate,14775,Divorced,Other,39.9,0,Debt Consolidation,18,2254,22280,5,28.74,57.0,14.0,3340.67,466.65,35.1
A6357,2019-05-28,65496,Employed,48,1,230,2,0,0,3,117,14560,10358,0,65,596,High School,42780,Widowed,Other,4.1,2,Education,19,2698,8713,4,24.74,54.0,40.0,5458.0,1412.27,30.09
A6358,2019-05-29,15675,Employed,24,2,593,4,0,0,29,208,25558,2982,0,21,568,Bachelor,12507,Married,Other,3.26,0,Education,34,252,11056,7,19.98,58.0,0.0,1306.25,636.43,94.12
A6359,2019-05-30,23471,Employed,60,0,518,3,0,0,21,971,22936,42051,0,18,569,Associate,24494,Single,Rent,13.6,0,Home,21,2033,64987,6,26.28,51.0,0.0,1955.92,737.43,64.19
A6360,2019-05-31,56407,Employed,36,1,202,0,0,0,28,1374,168452,3913,1,22,544,Associate,11477,Married,Mortgage,5.85,0,Education,29,5366,92462,8,20.36,44.0,0.0,4700.58,428.63,13.42
A6361,2019-06-01,51185,Self-Employed,60,0,481,5,0,0,11,594,36094,4684,0,50,549,Master,39320,Divorced,Rent,4.68,1,Home,27,5456,40778,7,26.17,54.0,28.0,4265.42,1181.22,38.97
A6362,2019-06-02,81682,Self-Employed,12,0,272,2,0,0,25,286,41027,29992,1,53,585,High School,18115,Married,Rent,6.39,1,Education,18,900,71019,6,16.72,45.0,29.0,6806.83,1649.77,28.23
A6363,2019-06-03,28538,Employed,36,4,280,3,0,0,2,2469,82570,39527,0,33,457,Associate,31495,Single,Mortgage,2.48,0,Auto,28,5558,122097,6,26.05,60.0,11.0,2378.17,1269.79,65.17
A6364,2019-06-04,55024,Employed,48,2,422,1,0,0,25,435,12862,32336,0,48,576,Bachelor,20141,Single,Mortgage,5.29,1,Auto,18,12347,45198,2,27.25,53.0,25.0,4585.33,693.34,24.32
A6365,2019-06-05,42536,Employed,48,0,504,1,0,0,4,774,20637,7667,0,56,606,High School,30097,Single,Mortgage,10.0,0,Home,26,13720,17144,4,17.76,50.0,35.0,3544.67,880.33,39.05
A6366,2019-06-06,25946,Employed,48,4,265,2,1,0,23,40,28806,24368,0,61,666,Master,25254,Married,Mortgage,3.08,1,Debt Consolidation,24,723,53174,8,18.62,60.0,39.0,2162.17,750.04,46.95
A6367,2019-06-07,49252,Employed,120,0,676,3,0,0,8,2821,27107,91116,0,37,557,Associate,20188,Married,Own,21.6,0,Debt Consolidation,22,478,118223,2,29.62,54.0,18.0,4104.33,526.53,29.3
A6368,2019-06-08,54977,Employed,72,1,412,4,0,0,21,1025,33813,803236,1,18,486,Bachelor,12965,Single,Other,8.71,1,Home,24,3713,837049,1,31.14,32.0,0.0,4581.42,399.62,17.72
A6369,2019-06-09,16857,Employed,48,3,518,3,0,1,28,552,26669,61467,0,30,570,Master,21169,Married,Other,8.72,0,Auto,27,11220,88136,8,26.16,55.0,7.0,1404.75,715.67,87.82
A6370,2019-06-10,15000,Employed,48,2,243,3,0,0,8,1910,300928,9429,0,34,569,Bachelor,15421,Divorced,Mortgage,2.55,0,Home,17,8515,128588,3,24.08,55.0,11.0,1250.0,503.44,59.71
A6371,2019-06-11,33751,Employed,12,0,397,6,0,0,25,4459,826,28276,0,36,600,Master,13597,Single,Mortgage,3.09,1,Education,21,9799,29102,3,18.38,48.0,13.0,2812.58,1249.03,58.52
A6372,2019-06-12,97090,Employed,72,5,319,2,0,0,5,403,16874,328709,1,37,519,High School,18375,Married,Own,7.24,1,Debt Consolidation,28,1774,345583,6,29.66,39.0,16.0,8090.83,548.78,10.73
A6373,2019-06-13,259353,Employed,24,3,295,2,0,0,19,604,6865,47562,1,53,599,Associate,28822,Married,Mortgage,65.7,0,Debt Consolidation,25,4204,54427,4,18.88,44.0,29.0,21612.75,1451.2,8.08
A6374,2019-06-14,20370,Employed,60,1,172,3,0,0,8,4645,56072,5250,0,55,584,Bachelor,31610,Divorced,Mortgage,3.11,1,Auto,31,5354,16269,3,22.76,55.0,31.0,1697.5,886.75,62.37
A6375,2019-06-15,135549,Employed,84,0,320,5,0,0,10,1422,36553,346619,1,37,562,Bachelor,12538,Single,Rent,31.3,4,Debt Consolidation,18,2068,383172,2,24.52,36.0,16.0,11295.75,313.52,5.61
A6376,2019-06-16,93218,Employed,36,1,400,2,0,0,15,1390,10609,78909,0,53,586,High School,39524,Married,Mortgage,3.11,1,Debt Consolidation,23,1844,89518,6,23.33,53.0,29.0,7768.17,1536.77,24.93
A6377,2019-06-17,40664,Employed,36,1,179,3,0,1,8,5745,174811,384065,1,44,478,Bachelor,13598,Married,Own,22.3,3,Auto,20,291,558876,6,22.8,41.0,20.0,3388.67,524.96,20.77
A6378,2019-06-18,143791,Employed,84,0,302,5,0,0,20,1474,12610,116022,1,40,519,High School,26519,Married,Own,2.62,0,Debt Consolidation,32,6077,128632,4,26.79,35.0,18.0,11982.58,701.88,8.38
A6379,2019-06-19,63865,Unemployed,60,3,191,6,0,0,21,225,13720,36926,0,50,597,High School,18781,Single,Own,42.0,1,Auto,27,2783,50646,7,21.47,56.0,28.0,5322.08,513.07,13.23
A6380,2019-06-20,42259,Employed,48,3,896,2,0,0,19,2494,7614,65936,0,40,578,Associate,26117,Single,Rent,20.5,3,Home,28,8516,73550,6,24.22,55.0,16.0,3521.58,854.64,49.71
A6381,2019-06-21,20769,Employed,36,2,388,7,0,0,20,570,6137,48350,0,64,651,Bachelor,10913,Single,Rent,22.6,1,Other,19,2815,54487,7,14.37,50.0,45.0,1730.75,374.94,44.08
A6382,2019-06-22,58190,Self-Employed,36,1,527,7,0,0,12,986,95785,1726,1,22,632,Doctorate,19603,Divorced,Mortgage,1.48,2,Home,30,1949,64492,5,17.44,39.0,2.0,4849.17,703.2,25.37
A6383,2019-06-23,57808,Employed,48,1,333,1,0,0,9,519,8719,80785,0,33,587,Bachelor,24309,Divorced,Own,1.14,0,Education,30,417,89504,9,23.02,51.0,12.0,4817.33,779.41,23.09
A6384,2019-06-24,219046,Employed,24,1,519,1,0,1,7,1721,49437,10622,1,38,649,Bachelor,39756,Divorced,Mortgage,3.73,2,Education,26,8183,23161,11,21.16,44.0,19.0,18253.83,2046.01,14.05
A6385,2019-06-25,20080,Employed,48,3,977,4,0,0,1,1845,110135,30075,0,45,523,High School,33759,Single,Rent,16.0,1,Debt Consolidation,30,2789,140210,1,26.49,57.0,20.0,1673.33,1147.59,126.97
A6386,2019-06-26,30333,Self-Employed,72,0,480,1,0,0,19,718,49643,10829,0,55,638,High School,16840,Married,Mortgage,467.0,1,Other,24,1527,5004,2,20.39,51.0,36.0,2527.75,407.18,35.1
A6387,2019-06-27,39197,Employed,60,0,435,2,0,0,29,1059,17247,9229,0,39,605,Bachelor,12854,Divorced,Rent,24.7,1,Debt Consolidation,19,1166,26476,5,21.52,51.0,16.0,3266.42,351.51,24.08
A6388,2019-06-28,198992,Unemployed,96,1,574,6,0,0,13,4871,166319,6463,1,22,548,High School,22778,Single,Mortgage,2.39,1,Debt Consolidation,21,2798,43642,3,25.66,40.0,0.0,16582.67,560.61,6.84
A6389,2019-06-29,31432,Self-Employed,36,1,292,1,1,1,8,361,24308,25467,0,50,620,Bachelor,31873,Married,Rent,38.5,1,Education,29,1995,49775,5,20.58,70.0,28.0,2619.33,1193.96,56.73
A6390,2019-06-30,106947,Employed,60,2,345,3,0,0,18,4351,22557,6029,1,49,633,High School,12215,Single,Rent,3.54,2,Auto,19,1799,6150,6,17.37,40.0,28.0,8912.25,306.01,7.3
A6391,2019-07-01,15000,Employed,72,2,528,3,0,0,24,323,16069,34850,0,18,585,Associate,17454,Married,Own,23.8,1,Home,14,1361,50919,3,21.52,60.0,0.0,1250.0,433.59,76.93
A6392,2019-07-02,64756,Unemployed,60,3,168,3,0,0,23,1440,31709,161153,1,39,620,Bachelor,22395,Single,Own,3.72,2,Debt Consolidation,19,2374,192862,7,20.75,40.0,16.0,5396.33,602.71,14.28
A6393,2019-07-03,46101,Employed,36,3,186,3,0,0,14,2355,19529,6479,1,20,555,Master,21184,Married,Mortgage,49.3,1,Home,23,851,14045,9,19.36,44.0,0.0,3841.75,780.38,25.15
A6394,2019-07-04,26437,Employed,60,1,298,1,0,0,15,2876,13700,7602,0,32,590,Associate,24183,Married,Other,17.3,1,Auto,16,3256,21302,3,25.19,51.0,14.0,2203.08,712.5,45.87
A6395,2019-07-05,68762,Employed,60,0,348,3,0,0,8,554,13290,3423,0,29,576,High School,19551,Married,Own,5.53,0,Debt Consolidation,27,4154,5526,7,27.27,60.0,8.0,5730.17,600.16,16.55
A6396,2019-07-06,37490,Unemployed,48,4,475,4,0,0,11,141,18521,148425,0,49,584,Doctorate,20681,Married,Own,15.7,0,Debt Consolidation,26,738,166946,4,24.05,51.0,25.0,3124.17,674.81,36.8
A6397,2019-07-07,23392,Employed,24,1,1103,5,0,0,24,1470,10889,47530,0,41,650,Bachelor,22165,Married,Mortgage,47.1,1,Auto,25,56949,58419,4,17.75,47.0,18.0,1949.33,1103.89,113.21
A6398,2019-07-08,37652,Employed,72,0,427,5,0,0,28,221,22980,39498,0,24,508,Master,48562,Married,Own,5.13,1,Debt Consolidation,23,15495,62478,1,36.56,58.0,0.0,3137.67,1672.21,66.9
A6399,2019-07-09,24699,Employed,48,3,769,8,0,0,21,266,8346,111690,0,50,567,High School,7817,Married,Rent,1.02,0,Debt Consolidation,23,488,120036,5,22.97,55.0,27.0,2058.25,250.42,49.53
A6400,2019-07-10,49478,Employed,48,1,317,4,0,0,6,878,1390,15846,0,22,460,Associate,24935,Married,Own,37.3,2,Home,22,6100,17236,2,24.42,55.0,0.0,4123.17,818.73,27.55
A6401,2019-07-11,36719,Employed,60,0,143,2,0,0,20,901,10292,172015,1,43,602,High School,13020,Single,Rent,3.82,1,Home,25,1820,182307,7,18.63,36.0,21.0,3059.92,335.1,15.62
A6402,2019-07-12,98259,Employed,96,3,705,6,0,0,16,119,21659,14614,0,30,554,High School,35063,Married,Own,3.14,2,Education,25,2289,36273,5,29.13,49.0,3.0,8188.25,945.73,20.16
A6403,2019-07-13,30922,Employed,72,2,540,2,0,0,14,246,3547,66642,0,35,423,High School,12496,Single,Mortgage,3.59,2,Auto,29,1149,70189,3,33.23,49.0,9.0,2576.83,402.33,36.57
A6404,2019-07-14,54848,Employed,24,0,909,1,0,0,19,647,98105,4895,0,46,517,Associate,48691,Married,Rent,4.53,0,Debt Consolidation,31,1946,84653,5,25.75,57.0,23.0,4570.67,2617.07,77.15
A6405,2019-07-15,29614,Employed,48,0,205,4,0,0,2,1330,10547,1317,0,46,668,Doctorate,34911,Widowed,Mortgage,26.4,2,Education,27,10534,11864,5,19.23,50.0,23.0,2467.83,1048.08,50.78
A6406,2019-07-16,36567,Employed,36,1,177,4,0,0,29,172,8963,62957,0,56,620,Associate,30953,Single,Rent,24.3,2,Auto,24,3141,71920,4,19.67,54.0,32.0,3047.25,1145.13,43.39
A6407,2019-07-17,31804,Employed,48,1,172,4,0,0,16,487,89951,49865,0,39,482,Bachelor,37345,Married,Own,3.87,0,Home,18,2340,139816,5,31.88,57.0,15.0,2650.33,1385.78,58.78
A6408,2019-07-18,117704,Employed,24,2,362,5,0,0,13,673,18245,104659,1,43,602,Master,34069,Single,Mortgage,9.81,0,Home,20,1880,122904,6,18.4,36.0,20.0,9808.67,1707.46,21.1
A6409,2019-07-19,26447,Employed,60,4,555,4,0,0,10,465,33189,36948,0,34,545,High School,25965,Single,Rent,2.5,1,Auto,19,8637,70137,4,23.13,54.0,13.0,2203.92,733.91,58.48
A6410,2019-07-20,30414,Employed,48,0,192,3,0,0,7,3838,16674,695495,0,42,513,High School,30020,Single,Own,22.8,1,Debt Consolidation,25,1704,712169,6,27.67,46.0,16.0,2534.5,1040.6,48.63
A6411,2019-07-21,54897,Employed,60,0,595,4,0,1,17,5659,6030,64068,0,45,522,High School,9246,Divorced,Mortgage,17.1,0,Education,20,1239,70098,6,23.09,53.0,22.0,4574.75,261.13,18.71
A6412,2019-07-22,41881,Employed,72,3,248,2,0,1,16,521,10850,24730,0,38,635,Master,27506,Married,Mortgage,12.0,3,Home,25,2248,35580,3,21.6,61.0,11.0,3490.08,684.6,26.72
A6413,2019-07-23,105861,Employed,72,1,487,3,0,0,6,1319,6067,78838,0,18,600,Bachelor,23848,Married,Rent,40.7,2,Debt Consolidation,25,682,84905,7,24.71,55.0,0.0,8821.75,638.16,12.75
A6414,2019-07-24,124362,Employed,48,2,579,3,0,1,8,2021,23411,16294,0,43,451,Associate,44140,Single,Own,440.0,2,Home,28,6701,39705,7,30.53,56.0,21.0,10363.5,1602.94,21.05
A6415,2019-07-25,31169,Employed,36,1,569,2,0,0,22,257,23273,218379,0,44,631,Master,33283,Married,Mortgage,3.62,0,Debt Consolidation,26,537,241652,7,20.38,45.0,19.0,2597.42,1243.37,69.78
A6416,2019-07-26,59069,Employed,48,1,288,3,0,0,21,578,28734,4538,0,31,548,High School,16115,Single,Rent,3.12,0,Auto,30,362,33272,3,22.64,51.0,8.0,4922.42,513.34,16.28
A6417,2019-07-27,23124,Employed,48,1,503,6,0,0,13,6538,21900,161000,0,24,594,High School,63947,Single,Own,2.65,1,Home,16,12640,182900,3,25.62,51.0,1.0,1927.0,2142.47,137.28
A6418,2019-07-28,46210,Employed,96,1,253,4,0,0,23,2797,25149,146997,0,57,520,Bachelor,33065,Divorced,Rent,51.9,1,Home,29,17356,172146,5,24.75,50.0,37.0,3850.83,793.79,27.18
A6419,2019-07-29,83779,Employed,108,2,334,3,0,0,26,756,18725,229596,1,45,624,Bachelor,18006,Married,Other,19.5,1,Debt Consolidation,26,8200,248321,1,23.47,34.0,21.0,6981.58,401.77,10.54
A6420,2019-07-30,42312,Employed,96,5,512,2,1,0,27,2348,35038,36617,0,37,552,High School,10837,Single,Own,423.0,0,Auto,26,998,71655,8,29.32,70.0,15.0,3526.0,293.72,22.85
A6421,2019-07-31,42542,Employed,24,0,307,2,0,1,21,1983,71705,6995,0,26,455,High School,20915,Married,Other,20.0,2,Home,25,2048,31947,2,26.79,57.0,4.0,3545.17,1135.14,40.68
A6422,2019-08-01,78993,Employed,72,3,440,2,0,0,11,631,30059,166653,0,30,592,Associate,31719,Single,Mortgage,3.07,2,Home,23,5634,196712,2,25.0,54.0,8.0,6582.75,854.42,19.66
A6423,2019-08-02,89135,Self-Employed,36,0,338,3,0,0,28,6674,66881,6084,1,55,572,High School,18373,Married,Rent,14.2,2,Debt Consolidation,21,672,66109,4,20.7,42.0,32.0,7427.92,689.38,13.83
A6424,2019-08-03,56058,Employed,72,3,247,3,0,0,3,1336,11003,245744,1,41,538,Bachelor,13045,Divorced,Rent,6.61,2,Other,22,1436,256747,9,25.84,40.0,22.0,4671.5,358.15,12.95
A6425,2019-08-04,34549,Employed,60,0,363,4,0,0,4,817,39279,66934,0,33,610,Bachelor,85448,Widowed,Mortgage,40.9,1,Auto,14,512,106213,5,33.32,56.0,11.0,2879.08,2941.28,114.77
A6426,2019-08-05,60795,Unemployed,24,3,358,3,0,0,19,1262,39056,4818,1,46,528,Bachelor,7856,Married,Other,26.4,2,Debt Consolidation,21,1992,9519,2,21.72,44.0,22.0,5066.25,406.47,15.09
A6427,2019-08-06,31558,Unemployed,72,0,270,3,0,0,3,484,6244,143212,0,30,555,Master,26486,Married,Mortgage,10.8,2,Home,26,2728,149456,5,22.5,60.0,10.0,2629.83,673.37,35.87
A6428,2019-08-07,103175,Employed,48,3,284,6,0,0,6,816,109565,10441,1,58,650,Bachelor,11248,Married,Rent,3.44,2,Home,18,832,67506,7,15.51,42.0,35.0,8597.92,315.96,6.98
A6429,2019-08-08,45680,Employed,48,0,356,2,0,0,13,420,2941,20591,0,56,608,High School,28715,Married,Mortgage,2.73,0,Home,22,810,23532,1,21.03,48.0,35.0,3806.67,889.64,32.72
A6430,2019-08-09,21922,Self-Employed,36,0,609,2,0,0,1,2632,8855,141297,0,34,596,Associate,54733,Married,Mortgage,12.1,0,Education,23,2556,150152,5,26.87,54.0,12.0,1826.83,2230.67,155.44
A6431,2019-08-10,100559,Self-Employed,36,0,743,3,0,0,2,673,38915,2958,1,32,595,Associate,14072,Divorced,Mortgage,28.3,3,Auto,22,4115,15487,5,21.33,44.0,6.0,8379.92,532.55,15.22
